name,url,country,type
El Mercurio,http://www.elmercurio.com/,Chile,newspaper
La Tercera,https://www.latercera.com/,Chile,newspaper
La Cuarta,https://www.lacuarta.com/,Chile,newspaper
La Nación,https://www.lanacion.cl/,Chile,newspaper
El Mostrador,https://www.elmostrador.cl/,Chile,newspaper
Emol,https://www.emol.com/,Chile,newspaper
Las Últimas Noticias,https://www.lun.com/,Chile,newspaper
Diario Financiero,https://www.df.cl/,Chile,newspaper
The Clinic,https://www.theclinic.cl/,Chile,newspaper
El Ciudadano,https://www.elciudadano.com/,Chile,newspaper
El Siglo,https://www.elsiglo.cl/,Chile,newspaper
El Día,https://www.diarioeldia.cl/,Chile,newspaper
El Sur,https://www.elsur.cl/,Chile,newspaper
El Austral,https://www.australosorno.cl/,Chile,newspaper
El Longino,http://www.diarioellongino.cl/,Chile,newspaper
La Prensa Austral,https://laprensaaustral.cl/,Chile,newspaper
El Pingüino,https://elpinguino.com/,Chile,newspaper
La Estrella de Iquique,https://www.estrellaIquique.cl/,Chile,newspaper
La Estrella de Arica,https://www.estrellaarica.cl/,Chile,newspaper
La Estrella de Valparaíso,https://www.estrellavalpo.cl/,Chile,newspaper
El Nacional,http://www.el-nacional.com/,Venezuela,newspaper
El Universal,http://www.eluniversal.com/,Venezuela,newspaper
Últimas Noticias,http://www.ultimasnoticias.com.ve/,Venezuela,newspaper
El Carabobeño,http://www.el-carabobeno.com/,Venezuela,newspaper
Panorama,http://www.panorama.com.ve/,Venezuela,newspaper
El Mundo,https://www.elmundo.com.ve/,Venezuela,newspaper
El Tiempo,http://www.eltiempo.com.ve/,Venezuela,newspaper
Tal Cual,http://www.talcualdigital.com/,Venezuela,newspaper
El Impulso,https://www.elimpulso.com/,Venezuela,newspaper
Notitarde,https://www.notitarde.com/,Venezuela,newspaper
La Verdad,https://www.laverdad.com/,Venezuela,newspaper
El Aragüeño,https://www.elaragueno.com.ve/,Venezuela,newspaper
Correo del Caroní,http://www.correodelcaroni.com/,Venezuela,newspaper
La Nación,https://lanacionweb.com/,Venezuela,newspaper
Noticia al Día,https://noticialdia.com/,Venezuela,newspaper
Diario 2001,http://www.2001.com.ve/,Venezuela,newspaper
El Informador,https://www.elinformador.com.ve/,Venezuela,newspaper
La Voz,http://www.diariolavoz.net/,Venezuela,newspaper
El Periodiquito,http://elperiodiquito.com/,Venezuela,newspaper
Diario La Costa,https://diariolacosta.com/,Venezuela,newspaper
El Heraldo,https://www.elheraldo.hn/,Honduras,newspaper
La Prensa,https://www.laprensa.hn/,Honduras,newspaper
La Tribuna,https://www.latribuna.hn/,Honduras,newspaper
El Progreso,https://www.elprogreso.com/,Honduras,newspaper
Tiempo,https://tiempo.hn/,Honduras,newspaper
Hondudiario,https://hondudiario.com/,Honduras,newspaper
El País,https://www.elpais.hn/,Honduras,newspaper
Proceso Digital,https://proceso.hn/,Honduras,newspaper
Radio América,https://www.radioamerica.hn/,Honduras,newspaper
Honduras News,https://www.hondurasnews.com/,Honduras,newspaper
El Libertador,http://www.ellibertador.hn/,Honduras,newspaper
Frente a Frente,https://www.frenteafrontera.com/,Honduras,newspaper
El Patio,https://www.elpatiohn.com/,Honduras,newspaper
Criterio,https://criterio.hn/,Honduras,newspaper
Revistazo,https://www.revistazo.biz/,Honduras,newspaper
HRN,https://www.hrn.hn/,Honduras,newspaper
Prensa Libre,https://prensalibre.com/,Guatemala,newspaper
El Periódico,https://elperiodico.com.gt/,Guatemala,newspaper
Siglo 21,https://www.s21.gt/,Guatemala,newspaper
Nuestro Diario,https://www.nuestrodiario.com/,Guatemala,newspaper
